name	synonyms
"(24<i>R</i>,25<i>R</i>)-3&alpha;,7&alpha;,12&alpha;,24-tetrahydroxy-5&beta;-cholestanoyl CoA"	"(24<i>R</i>)-hydroxy,(25<i>R</i>)-trihydroxycholestanoyl-CoA; "
<i>aldehydo</i>-L-digitoxose	"2,6-dideoxy-D-ribo-hexose; "
phosphinopyruvate	"3-hydrohydroxyphosphorylpyruvate; 3-[hydroxy(oxido)phosphoranyl]pyruvic acid; (hydroxyphosphinyl)pyruvate; 3-(hydrohydroxyphosphoryl)pyruvate; PPA; "
"6G-di-&beta;-D-fructofuranosylsucrose"	
syringomycin E	
1,3-dihydro-2H-imidazol-2-one	"imidazol-2-one; imidazolone; 2H-imidazol-2-one; "
cadeguomycin	
3-carboxy-4-methyl-5-propyl-2-furanpropanoate	"2-(2-carboxyl)-4-methyl-5-propylfuran-3-carboxylate; 3-carboxy-4-methyl-5-propyl-2-furanpropanoic acid; CMPF; 3-carboxy-4-methyl-5-propyl-2-furanpropionic acid; 3-carboxy-4-methyl-5-propyl-2-furanpropionate; "
3-methylcrotonyl-CoA	"3-methylbut-2-enoyl-CoA; &beta;-methylcrotonoyl-CoA; "
p-hydroxymandelonitrile	"2-hydroxy-2-(4-hydroxyphenyl)acetonitrile; 4-Hydroxymandelonitrile; &alpha;,4-dihydroxybenzeneacetonitrile; 4-hydroxybenzaldehyde cyanonhydrin; para-hydroxymandelonitrile; "
gibberellin A<sub>7</sub>	"GA<sub>7</sub>; GA7; "
<i>all-trans</i>-lycopene	"&psi;,&psi;-carotene; "
monothiocarbonate	
9-<i>cis</i>-retinal	
N4-Phosphoagmatine	
3-aminomethylindole	"AMI; indol-3-ylmethylamine; "
2-ethylphenol	"phenol, 2-ethyl-; 1-hydroxy-2-ethylbenzene; 1-ethyl-2-hydroxybenzene; Phlorol; phenol, o-ethyl-; o-ethylphenol; "
O-phospho-D-serine	
solanidine	"Solanid-5-en-3beta-ol; solanidin; Solatubine; 3-beta-Solanid-5-en-3-ol; "
(R,S)-tetrahydrobenzylisoquinoline	"(RS)-1-benzyl-1,2,3,4-tetrahydroisoquinoline; 1-benzyl-1,2,3,4-tetrahydroisoquinoline; "
"o-nitrophenol &beta;-thiogalactoside"	
syringaldehyde	
cyclopropane phosphatidylglycerol (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)	
(-)-sabinene	"(1<i>S</i>)-sabinene; (1S,5S)-sabinene; (-)-(1<i>S</i>)-sabinene; "
3-hydroxy-5-methylhex-4-enoyl-CoA	
2-(sulfomethyl)thiazolidine-4-carboxylate	"2-(sulfomethyl)thiazolidine-4-carboxylic acid; "
2-(acetamidomethylene)succinate	
<i>l</i>-menthyl acetate	
2-hydroxy-4(1<i>H</i>)-quinolone	
2-deoxy-20-hydroxyecdysone	"3|A,14,20,22(<i>R</i>),25-pentahydroxy-5|A-cholest-7-en-6-one; 17942-08-4; Ambap17942-08-4; CHEMBL2087143; 3|A,14,20,22(<i>R</i>),25-pentahydroxy-5|A,7-cholesten-6-one; ZINC08877382; "
montanate	"octacosanoate; montanic acid; octacosanoic acid; "
phylloquinol	"vitamin K1; 2-methyl-3-phytyl-1,4-naphthoquinol; "
"UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine"	"UDP-2-acetamido-2-deoxy-&alpha;-D-glucose; N-[2-[[[5-[(2,4-dioxo-1H-pyrimidin-1-yl)]-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphinoyl]oxy-hydroxy-phosphinoyl]oxy-4,5-dihydroxy-6-(hydroxymethyl)tetrahydropyran-3-yl]acetamide; UDP-&alpha;-<i>N</i>-acetyl-D-glucosamine; UDP-acetyl-D-glucosamine; UDP-GlcNAc; uridine diphosphate <i>N</i>-acetylglucosamine; UDP-<i>N</i>-acetyl-glucosamine; UDP-<i>N</i>-acetyl-D-glucosamine; "
(2<i>S</i>,3<i>S</i>)-3-methyl-L-phenylalanine	"(2<i>S</i>,3<i>S</i>)-2-amino-3-phenylbutanoate; (2<i>S</i>,3<i>S</i>)-&beta;-methyl-L-phenylalanine; "
6-aminohexanoate	"caplamin; capralense; &epsilon;-aminocaproic acid; 6-amino-n-caproate; 6-aminocaproic acid; 6-amino-n-hexanoic acid; epsilon-amino-N-caproate; epsilcapramine; hexanoic acid, 6-amino-; acepramin; &epsilon;-aminocaproate; caprolisin; capracid; atsemin; e-amino-n-caproic acid; aminokapron; 6-aminocapronate; capramol; acepramine; aminocaproic acid; 6-amino-n-caproic acid; 6-aminohexanoic acid; amicar; "
(2<i>E</i>)-3-[(3a<i>S</i>,4<i>S</i>,5<i>R</i>,7a<i>S</i>)-5-hydroxy-7a-methyl-1-oxo-octahydro-1<i>H</i>-inden-4-yl]prop-2-enoyl-CoA	
strombine	"(2<i>R</i>)-2-[(carboxylatomethyl)ammonio]propanoate; <i>N</i>-(carboxymethyl)-D-alanine; "
oxonium	"H3O+; "
"&alpha;-sulfobenzylpenicillin"	"sulfocillin; kedacillin; sulpelin; sulbenicillin; "
d1-piperidine-dicarboxylate	"d1-piperidine-2,6-dicarboxylate; dl-piperidine-2,6-dicarboxylate; "
3,4-dehydroproline	"3-Pyrroline-2-carboxylic acid; 3,4-Didehydro-proline; 3,4-dehydro-DL-proline; 2,5-dihydro-1H-pyrrole-2-carboxylic acid; "
aeruginosin 98-b	
gibberellin A<sub>8</sub>-catabolite	"GA8-catabolite; GA<sub>8</sub>-catabolite; "
zeinoxanthin	"&beta;,&epsilon;-carotene-3-ol; "
senecioyl-pyrrothine	
(3R, 7S)-12-hydroxy-jasmonoyl-L-isoleucine	"(3R, 7S)-12-OH-JA-Ile; (3R, 7S)-12-hydroxyjasmonoyl-isoleucine; "
calycosin 7-<i>O</i>-glucoside	"3'-hydroxy-4'-methoxyisoflavone-7-<i>O</i>-&beta;-<i>D</i>-glucoside; calycosin-7-<i>O</i>-&beta;-<i>D</i>-glucopyranoside; "
L-olivose	
aminated saframycin S	
"3-(O-&beta;-glucosyl)-2-oxindole-3-acetyl-asp"	"3-(O-&beta;-glucosyl)-2-indolone-3-acetyl-aspartic acid; 3-(O-&beta;-glucosyl)-dioxindole-3-acetyl-aspartic acid; 3-(O-&beta;-glucosyl)-2-oxindole-3-acetyl-aspartic acid; "
phloretate	
1-18:2-2-18:3-digalactosyldiacylglycerol	"1-(9Z,12Z-octadecenoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-O-[alpha-D-galactosyl-(1->6)-O-beta-D-galactosyl]-sn-glycerol; 18:2-18:3-DGDG; "
isovitexin-7-O-xyloside	
3,24-dioxocholest-4-en-26-oyl-CoA	"cholest-4-en--3,24,dione-26-oyl-CoA; "
neomycin B	"framycetin; fradiomycin B; "
(2S)-flavan-4-ol	
gibberellin A<sub>46</sub>	"GA<sub>46</sub>; GA46; "
(+)-cis,trans-nepetalactol	
<i>trans</i>-zeatin-7-<i>N</i>-glucoside	
carlactone carboxylate	
prochlorperazine	
8-oxo-deoxyguanosine	"8-oxo-dG; 8-oxo-7-hydrodeoxyguanosine; 8-oxo-7,8-dihydro-2'-deoxyguanosine; guanosine, 2'-deoxy-7,8-dihydro-8-oxo-; "
"1-(5-phospho-&beta;-D-ribosyl)-ATP"	"1-(5-phosphoribosyl)-ATP; phosphoribosyl-ATP; 1-(5-phospho-D-ribosyl)-ATP; N1-(5-phospho-D-ribosyl)-ATP; 5-phosphoribosyl-ATP; "
(5<i>R</i>)-5-phosphonooxy-L-lysine	
"<i>N</i>-acetyl-&alpha;-L-aspartyl-L-glutamate"	"<i>N</i>-acetyl-L-aspartyl-L-glutamate; "
daphnetin-8-glucoside	"7-hydroxy-8-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one; "
coumestrol	
mercapto-2-propanol	
demethylmenaquinone-7	"DMK-7; "
C75 dolichol phosphate	"dolichol-15 phosphate; "
tetratriacontanal	
eumelanin	"eu-melanin; "
18-hydroxystearoyl-CoA	"18-hydroxy-octadecanoyl-CoA; &omega;-hydroxy-octadecanoyl-coenzyme A; &omega;-hydroxystearoyl-CoA; "
4-acetamidobutanal	"<i>N</i>-acetyl-&gamma;-aminobutyraldehyde; <i>N</i>-acetyl-4-aminobutanal; "
<i>S</i>-2-(indol-3 yl)acetyl-CoA	"indol-3-ylacetyl-CoA; "
methyl red	
2,4-dichloro-cis,cis-muconate	
ethylpyruvate	
"5&alpha;-cholesta-8-en-3-one"	
phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)	
N-benzoyl-L-glutamate	"N-benzoyl-L-glutamic acid; BA-Glu; "
neuraminate	"prehemataminic acid; neuraminic acid; prehemataminate; "
tetrahomocitrate	"(R)-(homo)<SUB>4</SUB>citrate; "
4-[(Z)-2-aminoethenyl]phenol	
biuret	"allophanamide; carbamylurea; imidodicarbonic diamide; "
3-methyladenine	
apicidin J	
2-heptyl-4-hydroxyquinoline	"2-<i>n</i>-heptyl-4-quinolinol; 4-hydroxy-2-heptylquinoline; 2-heptyl-4-quinolinol; "
piceid	"5,4'-dihydroxystilbene-3-O-&beta;-D-glucopyranoside; "
chenodeoxycholoyl-CoA	"3&alpha;,7&alpha;-dihydroxy-5&beta;-cholanoyl-CoA; chenodeoxychololyl-CoA; "
adonirubin	"3'-hydroxy-4,4'-diketo-&beta;,&beta;-carotene; phoenicoxanthin; "
<i>N,N</i>-dihydroxy-L-valine	
2'-deoxyadenosine 3'-monophosphate	"2'-Deoxy-3'-adenosine monophosphate; 2'-deoxy-3'AMP; 2'-deoxy-3'-adenylic acid; "
"11&alpha;-hydroxyprogesterone"	
(8Z,11Z,14Z,17Z)-3-hydroxy-icosa-8,11,14,17-tetraenoyl-CoA	"3-hydroxy-eicosatetraenoyl-CoA; "
"3,5,3'-triiodo-L-thyronine acyl &beta;-D-glucuronide"	"3,5,3'-triiodothyronine acyl &beta;-D-glucuronide; "
indole-3-carboxylate	
3-dimethylallyl-4-hydroxybenzoate	"3-prenyl-4-hydroxybenzoate; "
<i>N</i>-methyl-(<i>R,S</i>)-tetrahydrobenzylisoquinoline	"1-benzyl-2-methyl-1,2,3,4-tetrahydroisoquinoline; <i>N</i>-methyl-(<i>RS</i>)-1-benzyl-1,2,3,4-tetrahydroisoquinoline; "
1-18:3-2-18:3-phosphatidylinositol	"18:3-18:3-PI; 1,2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phospho-(1'-myo-inositol); "
3-<i>cis</i>, 5-<i>trans</i>-dodecadienoyl-CoA	
(2E,4E,6E)-7-hydroxy-5-methylhepta-2,4,6-trienal	
14-demethyllanosterol	"4,4-dimethyl-cholesta-8,12,24-trienol; 17-(1,5-dimethylhex-4-enyl)-4,4,10,13-tetramethyl-2,3,4,5,6,7, 10,11,12,13,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol; 4,4-dimethyl-5-&alpha;-cholesta-8,14,24-trien-3-&beta;-ol; 4,4-dimethyl-5&alpha;-cholesta-8,14,24-trien-3&beta;-ol; "
5-azaorotate	"oxonic acid; allantoxanic acid; 2,6-dihydroxytriazinecarboxylate; s-triazine-2,4-dione-6-carboxylate; 1,4,5,6-tetrahydro-4,6-dioxo-s-triazine-2-carboxylic acid; 5-azaorotic acid; oxonate; "
a-dman-HEX-1:5	"&alpha;-Man; "
thidiazuron	"TDZ; "
"delphinidin 3-<i>O</i>-(6''-<i>O</i>-malonyl)-&beta;-glucoside"	
<i>S</i>-(+)-3,6,8-trimethylallantoin	
"&gamma;-tocopherol"	"7,8-dimethyltocol; "
humulone	"(6R)-3,5,6-trihydroxy-2-(3-methylbutanoyl)-4,6-bis(3-methylbut-2-enyl)cyclo; "
methylphoracetophenone	
1-18:1-2-18:2-phosphatidylserine	"phosphatidyl-L-serine (1-18:1-2-18:2); 18:1-18:2-PS; 1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoserine; "
D-aminoadipate	
2-dehydro-3-deoxy-D-gluconate	"2-keto-3-deoxy-D-gluconate; KDG; 2-keto-3-deoxy-D-gluconic acid; 3-deoxy-D-<i>erythro</i>-hex-2-ulosonic acid; 2-keto-3-deoxygluconate; 3-deoxy-2-oxo-D-gluconate; "
guanosine 2'-monophosphate	
"dTDP-4-dehydro-3-<i>C</i>-methyl-2,6-dideoxy-&alpha;-D-glucose"	"dTDP-(2R,4S,6S)-4,6-dihydroxy-2,4-dimethyloxan-3-one; "
2-iminoacetate	"iminoacetic acid; iminoacetate; dehydroglycine; "
amiloride	"Amipramidin; Midamor; Guanamprazine; Guanamprazin; Amipramizid; Amipramizide; "
protoporphyrin IX	"protoporphyrin; "
(5E)-3-amino-4-sulfanyl-5-(sulfanylmethylidene)pyrrolidin-2-one	
2-phosphonomethylmalate	
16-methyl-1-heptadecene	
1-16:1-2-18:3-phosphatidylethanolamine	"16:1-18:3-PE; 1-(9Z-hexadecenoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphoethanolamine; phosphatidylethanolamine (1-16:1-2-18:3); "
"9&alpha;-hydroxy-androst-4-en-3-one-17-propanoyl-CoA"	"9&alpha;-hydroxy-4-BNC-CoA; 9&alpha;-hydroxy-3-oxo-23,24-bisnorchol-4-en-22-CoA; "
3-dehydrosphinganine (C20)	"3-ketodihydrosphinganine (C20); KDHS (C20); 3-dehydroeicosadihydrosphingosine; 3-eicosanone, 2-amino-1-hydroxy-; 3-dehydroeicosasphinganine; 2-amino-1-hydroxyicosan-3-one; 3-dehydro-D-sphinganine (C20); "
(2<i>R</i>)-homocitrate	"homocitric acid; homocitrate; (<i>R</i>)-2-hydroxybutane-1,2,4-tricarboxylate; (<i>R</i>)-homocitrate; 3-hydroxy-3-carboxyadipic acid; 2-hydroxybutane-1,2,4-tricarboxylate; (2<i>R</i>)-2-hydroxybutane-1,2,4-tricarboxylate; "
(<i>S</i>)-usnate	"usnic acid; usnein; usninsaeure; usniacin; usno; "
11-desoxycortisol	"cortexolone; cortodoxone; substance S, Reichstein's; Reichstein's substance S; 11-desoxycortisone; "
quinidinone	"cinchonan-9-one, 6'-methoxy-, (8alpha)-; "
N-vanillyl nonanamide	
CB1954	"5-[aziridin-1-yl]-2,4-dinitrobenzamide; "
5'-hydroxy-rot-2'-enonate	"5'-hydroxy-rot-2'-enonic acid; "
oxaloacetate 4-methyl ester	
"indole-3-acetyl-&beta;-6-D-glucose"	"6-O-indol-3-ylacetyl-&beta;-D-glucose; "
"&alpha;-D-arabinofuranose"	"&alpha;-D-arabinose; "
"delphinidin 3-<i>O</i>-(6''-<i>O</i>-malonyl)-&beta;-glucoside-5'-<i>O</i>-&beta;-glucoside"	
diprenylphlorisobutyrophenone	"deoxycohumulone; "
daphnin	"7-(beta-D-glucopyranosyloxy)-8-hydroxycoumarin; "
"16&alpha;-hydroxy-androst-4-ene-3,17-dione"	"16&alpha;-hydroxy-4-androstene-3,17-dione; 16&alpha;-hydroxy-androstenedione; "
versicolorin A	"versicolorin; anthra[2,3-b]furo[3,2-d]furan-5,10-dione, 3a,12a-dihydro-4,6,8-trihydroxy-, (3aS-cis)-; "
8-methoxykaempferol	"3,5,7-Trihydroxy-2-(4-hydroxyphenyl)-8-methoxy-4H-1-benzopyran-4-one; "
flavone	"2-phenylchromone; 2-phenylchromen-4-one; 2-phenyl-&gamma;-benzopyrone; 2-phenyl-4-benzopyron; 2-phenyl-1-benzopyran-4-one; 2-phenyl-4-chromone; "
"D,L-&alpha;-methylphosphinothricin"	"AMPPT; "
3,5-dichloro-2-methyl-muconate	
RX	
7,3'-dimethylquercetin	"quercetin 7,3'-dimethyl ether; "
<i>aldehydo</i>-D-glucose 6-phosphate	
tuberculostearate	"10-methyloctadecanoic acid; tuberculostearic acid; "
"cyanidin 3-<i>O</i>-&beta;-<i>D</i>-p-coumaroylglucoside"	"cyanidin 3-<i>O</i>-[6""-<i>O</i>-(p-coumaroyl)] glucoside; "
pyrazine-2-carboxylate	"pyrazinemonocarboxylic acid; pyrazinecarboxylic acid; pyrazinoate; pyrazinoic acid; "
3-hydroxyvalerate	"3-ethyl hydroxy acrylic acid; &beta;-hydroxyvaleric acid; 3-hydroxypentanoic acid; "
2'-deamino-2'-hydroxy-6'-dehydroparomamine	
triacetate lactone	"triacetic acid lactone; "
2-deoxy-D-galactose	"deoxygalactose; 2-deoxy-D-lyxohexose; "
"(+)-(&alpha;<i>S</i>,&beta;<i>S</i>)-guaiacylglycerol-&beta;-guaiacyl ether"	"(+)-(&alpha;<i>S</i>,&beta;<i>S</i>)-GGE; "
neoabietadienal	
"&alpha;-fluoromethylhistidine"	"alpha-amino-alpha-(fluoromethyl)imidazole-4-propionic acid; alpha-monofluoromethyl histidine; alpha-monofluoromethylhistidine; (<i>R</i>,<i>S</i>)-&alpha;-(fluoromethyl)histidine; histidine, alpha-(fluoromethyl)-; "
"&alpha;-D-mannopyranosyl-(1&rarr;4)-&alpha;-L-rhamnopyranosyl-(1&rarr;3)-&beta;-D-galactopyranosyl-diphospholipid"	"D-mannosyl-L-rhamnosyl-D-galactose-1-diphospholipid; "
<i>N</i>,<i>N</i>-dihydroxy-L-tyrosine	
dehydroprephenate	"Prephenic acid; "
<i>sn</i>-glycero-3-phosphoethanolamine	"L-1-glycerophosphorylethanolamine; 1-glycerophosphorylethanolamine; "
quinolin-2,8-diol	
3-dehydroecdysone	
aminopropylcadaverine	"N-3-aminopropyl-1,5-diaminopentane; "
trihydroxypyrazine	
(2<i>E</i>)-3-(5,6-dihydroxycyclohexa-1,3-dien-1-yl)prop-2-enoate	"<i>cis</i>-3-(3-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol; cis-3-(3-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol; 3-(<i>cis</i>-5,6-dihydroxycyclohexa-1,3-dien-1-yl)prop-2-enoate; (2<i>E</i>)-3-[(5<i>R</i>,6<i>S</i>)-5,6-dihydroxycyclohexa-1,3-dien-1-yl]prop-2-enoate; "
suberyl glycine	"8-[(carboxymethyl)amino]-8-oxo-octanoic acid; "
2-methyl-<i>trans</i>-dienelactone	
3-acetylamino-4-hydroxybenzoate	"3-acetylamino-4-hydroxybenzoic acid; "
"pelargonidin 5-<i>O</i>-&beta;-<i>D</i>-glucoside 3-<i>O</i>-&beta;-<i>D</i>-sambubioside"	"pelargonidin 3-sambubioside-5-glucoside; "
3-pyridinesulfonate	"&beta;-Sulfopyridine; 3-Sulfopyridine; 3-pyridinesulfonic acid; "
(5S)-5,6-dihydro-5-(thymidin-7-yl)thymidine (in DNA)	
N-vanillate-L-glutamate	"N-(4-hydroxy-3-methoxybenzoyl)-L-glutamate; N-(4-hydroxy-3-methoxybenzoyl)-L-glutamic acid; vanillate-Glu; "
"a (1&rarr;4)-&beta;-D-mannooligosaccharide"	"[(1&rarr;4)-&beta;-D-mannosyl]<sub>n</sub>; "
"UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-&alpha;-D-glucosamine"	"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine; UDP-2,3-diacyl-glucosamine; UDP-2,3-bis[O-(3<i>R</i>)-3-hydroxymyristoyl]-&alpha;-D-glucosamine; UDP-2,3-bis[(3<i>R</i>)-3-hydroxymyristoyl]-&alpha;-D-glucosamine; UDP-2,3-bis(3-hydroxymyristoyl)glucosamine; "
3-chlorotoluene	"1-chloro-3-methylbenzene; "
(S)-2-aminohexano-6-lactam	"L-lysine 1,6-lactam; L-2-amino-hexano-6-lactam; "
prunin	"naringenin 7-O-&beta;-D-glucoside; "
20-hydroxy-prefusarin (open ring form)	
dinitro-L-tyrosine	"3,5-dinitro-L-tyrosine; 3,5-dinitrotyrosine; "
3,5-diiodothyronamine	"4-[4-(2-aminoethyl)-2,6-diiodo-phenoxy]phenol; 3,5-T2AM; "
27-<i>O</i>-(3-methoxy-butanoyl)-octacosanoayl-lipid A	"<i>Sinorhizobium meliloti</i> lipid A structure A; "
1-18:2-2-16:0-digalactosyldiacylglycerol	"18:2-16:0-DGDG; "
"N-&alpha;-acetyl-DL-norvaline"	
3-carboxy-2-hydroxymuconate semialdehyde	
"&delta;-tocopherol"	"8-methyltocol; "
geranylfarnesyl diphosphate	"geranylfarnesyl-PP; (2E,6E,10E,14E)-geranylfarnesyl diphosphate; 2,6,10,14-<i>trans</i>-pentaprenyl diphosphate; all-trans-pentaprenyl diphosphate; geranylfarnesyl-diphosphate; GFPP; "
norajmaline	
N-amino DAP	
(-)-germacrene D	"(1E,6E,8S)-1-methyl-5-methylidene-8-(propan-2-yl)cyclodeca-1,6-diene; (-)-(<i>S</i>)-germacrene D; (-)-(7<i>S</i>)-germacrene-D; "
sodium acetate	
1-methylthio-xylulose 5-phosphate	"MTXu-5P; "
"<i>p</i>-nitrophenyl-&beta;-L-arabinoside"	"4-nitrophenyl-&beta;-L-arabinopyranoside; "
(4S)-7-hydroxy-4-isoprenyl-7-methyl-2-oxo-oxepanone	"(3S,6S)-3-isopropenyl-4-hydroxy-hexano-6-lactone; "
(S)-DNPA	"4-dihydro-9-hydroxy-1-methyl-10-oxo-3-H-naptho-[2,3-c]-pyran-3-(S)-acetic acid; "
5-methylhex-4-enoyl-CoA	
UDP-<i>N</i>-acetylmuramoyl-L-alanyl-D-isglutaminyl-N<sup>6</sup>-(L-alanyl-L-alanyl)-L-lysyl-D-alanyl-D-alanine	"UDP-<i>N</i>-acetylmuramoyl-peptapeptide (E. faecalis); "
(3Z)-2-oxo-4-hydroxyhexenoate	"(3Z)-4-hydroxy-2-oxohexenoate; "
phloroglucinol carboxylate	"phloroglucinic acid; 2,4,6-trihydroxybenzene carboxylic acid; phloroglucinolcarboxylic acid; phloroglucinol carboxylic acid; 2,4,6-trihydroxybenzoic acid; "
tacrine	"Tenakrin; Romotal; Tetrahydroaminocrine; Tetrahydroaminoacridine; Tetrahydroaminocrin; Cognex; Tetrahydroaminacrine; "
3-isochromanone	
asterrate	"asterric acid; "
CDP-<i>N</i>-dimethylethanolamine	
decyl octacosanoate	
biotin	"vitamin H; <I>d</I>-biotin; coenzyme R; "
9-methylthiononanonitrile oxide	
3,3'-diiodothyronine	"3,3'-T2; 2-amino-3-[4-(4-hydroxy-3-iodophenoxy)-3-iodophenyl]propanoic acid; <i>O</i>-(4-hydroxy-3-iodophenyl)-3-iodotyrosine; tyrosine, <i>O</i>-(4-hydroxy-3-iodophenyl)-3-iodo-; "
N-(3,4-dichlorophenyl)-malonamate	"3-(3,4-dichlorophenyl)amino-3-oxo-propanoic acid; "
1-18:2-2-18:2-phosphatidylinositol	"1,2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho-(1'-myo-inositol); 18:2-18:2-PI; "
ascomycin	"FK520; "
macarpine	
(2R)-3-[(9S, 9aR)-9-hydroxy-2,2-dimethyl-3-oxo-1H, 2H, 3H, 9H, 9aH-imidazolidino[1,2-a] indol-9-yl]-2-(2-acetyl-4-oxo-3,4-dihydroquinazolin-3-yl) propanoate	"(2R)-3-[(9S, 9aR)-9-hydroxy-2,2-dimethyl-3-oxo-1H,2H,3H,9H,9aH-imidazolidino[1,2-a]indol-9-yl]-2-(2-acetyl-4-oxo-3,4-dihydroquinazolin-3-yl)propanoic acid; "
a peptidoglycan with L,D cross-links  (mycobacteria)	
1,2-dipalmitoyl-phosphatidyl-ethanolamine	"phosphatidylethanolamine (dihexadecanoyl, n-C16:0); "
"campest-4-en-3&beta;-ol"	"(24<i>R</i>)-24-methyl-cholest-4-en-3&beta;-ol; methylcholestenol; "
calcidiol	"calcifediol; (3S,5Z,7E)-9,10-seco-5,7,10(19)-cholestatriene-3,25-diol; calderol (tn); 25-hydroxyvitamin D3; calcifediol anhydrous; 25-hydroxyvitamin D<sub>3</sub>; "
3-hydroxy-5-methyl-1-naphthoate	"3-hydroxy-5-methyl-1-naphthoic acid; "
3-<i>cis</i>-dodecenoyl-CoA	"3-<i>cis</i>-Dodecenoyl coenzyme A; (3<i>Z</i>)-dodec-3-enoyl-CoA; (3Z)-dodecenoyl-CoA; "
resolvin D4	"4S,5-17S-resolvin; (4S,6E,8E,10Z,13Z,15E,17S,19Z)-4,5,17-trihydroxydocosa-6,8,10,13,15,19-hexaenoate; "
L-dithiothreitol	"L-1,4-dithiothreitol; L-threo-1,4-dimercapto-2,3-butanediol; L-1,4-disulfanylbutane-2,3-diol; L-DTT; "
"(6&alpha;)-hydroxycampestanol"	"hydroxycampestanol; "
"presilphiperfolan-8&beta;-ol"	
(2R,3S,6S)-3-fluoro-2,6-diaminopimelate	
"1-O-galloyl-&beta;-D-glucose"	"1-galloyl-&beta;-glucose; &beta;-glucogallin; "
asperlicin E	"(12aR,17bS,18aS)-17b-Hydroxy-13,17b,18,18a-tetrahydro-11H-indolo[3',2':4,5]pyrrolo[2,1-c]quinazolino[3,2-a][1,4]benzodiazepine-5,11(12aH)-dione; "
2-hydroxyethyldisulfide	"dithiodiglycol; "
5'-deoxyadenosine	"CH<sub>3</sub>Ado; "
15 epi-lipoxin A4	"5S,6S,15S-trihydroxy-7E,9E,11Z,13E-eicosatetraenoate; 6 epi-lipoxin A4; "
cotinine	
pteridine-ring	
2,3-dimethyl-1,4-naphthoquinone	
neoxaline	
icosanoyl-CoA	"arachidoyl-CoA; eicosanoyl-CoA; "
2'-hydroxygenistein	"5,7,2',4'-tetrahydroxyisoflavone; "
3-oxocholest-4,24-dien-26-oyl-CoA	"cholest-4,24-dien-3-one-26-oyl-CoA; "
"&alpha;-D-fructuronate"	"&alpha;-D-fructuronic acid; "
"cyanidin 5-<i>O</i>-&beta;-<i>D</i>-glucoside 3-<i>O</i>-&beta;-<i>D</i>-sambubioside"	"cyanidin 3-sambubioside 5-glucoside; "
"&alpha;-maltose"	
(S)-4-(3'-acetyl-5'-hydroxy-4'-oxo-1',4'-dihydronapthalen-2'-yl)-3-hydroxybutanoate	"intermediate5; chiral alcohol; (S)-4-(3'-acetyl-5'-hydroxy-4'-oxo-1',4'-dihydronapthalen-2'-yl)-3-hydroxybutanoic acid; "
3'-amino-3'-deoxyadenosine	"3'-amino-3'-deoxy adenosine; Spalgomycin; Adenosine, 3'-amino-3'-deoxy-; "
unsaturated archaetidylinositol phosphate	"AIP; unsaturated archaetidylinositol 3-phosphate; "
viosamine	"4-amino-4,6-dideoxy-D-glucose; "
sphing-8(E)-enine-16:0, ceramide	"sphing-8(E)-enine-hexadecanoic acid; palimitoyl-sphing-trans-8-enine; sphing-8(E)-enine-16:0; 8(E)-sphingenine-16:0; sphing-trans-8-enine-palmitic acid; sphing-trans-8-enine-16:0; sphing-8(E)-enine-hexadecanoate; "
"(25<i>R</i>)-3&alpha;,7&alpha;,12&alpha;-trihydroxy-5&beta;-cholestanoyl-CoA"	"trihydroxycoprostanoyl-CoA; (25<i>R</i>)-3&alpha;,7&alpha;,12&alpha;-trihydroxy-5&beta;-cholestan-26-oyl-CoA; (25<i>R</i>)-trihydroxy-5&beta;-cholestanoyl-CoA; 3&alpha;,7&alpha;,12&alpha;-trihydroxy-5&beta;-cholestanoyl-CoA; (25R)-3&alpha;,7&alpha;,12&alpha;-trihydroxy-5&beta;-cholestan-26-oyl-CoA; "
